3749.1293	0.3139
3747.20073	0.3151
3745.27217	0.31651
3743.3436	0.31726
3741.41504	0.31721
3739.48647	0.31736
3737.55791	0.31822
3735.62935	0.31918
3733.70078	0.31926
3731.77222	0.31935
3729.84365	0.31964
3727.91509	0.32025
3725.98652	0.32107
3724.05796	0.3218
3722.12939	0.32223
3720.20083	0.32258
3718.27227	0.32344
3716.3437	0.32438
3714.41514	0.32512
3712.48657	0.32665
3710.55801	0.33007
3708.62944	0.33252
3706.70088	0.33362
3704.77231	0.33525
3702.84375	0.33749
3700.91519	0.33965
3698.98662	0.34167
3697.05806	0.34416
3695.12949	0.3469
3693.20093	0.34968
3691.27236	0.35358
3689.3438	0.3586
3687.41523	0.36244
3685.48667	0.36518
3683.55811	0.36852
3681.62954	0.37358
3679.70098	0.3805
3677.77241	0.38966
3675.84385	0.40448
3673.91528	0.42097
3671.98672	0.43976
3670.05815	0.48512
3668.12959	0.55296
3666.20103	0.61737
3664.27246	0.68948
3662.3439	0.77004
3660.41533	0.83937
3658.48677	0.87507
3656.5582	0.86011
3654.62964	0.81306
3652.70107	0.76564
3650.77251	0.70064
3648.84395	0.60529
3646.91538	0.54359
3644.98682	0.51578
3643.05825	0.49533
3641.12969	0.47543
3639.20112	0.45777
3637.27256	0.44332
3635.34399	0.43162
3633.41543	0.42235
3631.48687	0.41503
3629.5583	0.406
3627.62974	0.39653
3625.70117	0.39218
3623.77261	0.38947
3621.84404	0.38675
3619.91548	0.38306
3617.98691	0.37911
3616.05835	0.37693
3614.12979	0.37566
3612.20122	0.37409
3610.27266	0.37261
3608.34409	0.37244
3606.41553	0.37301
3604.48696	0.37353
3602.5584	0.37409
3600.62983	0.37465
3598.70127	0.37553
3596.77271	0.37731
3594.84414	0.38
3592.91558	0.38291
3590.98701	0.38632
3589.05845	0.39188
3587.12988	0.40131
3585.20132	0.40915
3583.27275	0.4114
3581.34419	0.40983
3579.41563	0.4065
3577.48706	0.40379
3575.5585	0.40298
3573.62993	0.4036
3571.70137	0.40448
3569.7728	0.40512
3567.84424	0.4072
3565.91567	0.4112
3563.98711	0.41379
3562.05854	0.41537
3560.12998	0.41726
3558.20142	0.41945
3556.27285	0.42172
3554.34429	0.42384
3552.41572	0.42585
3550.48716	0.42816
3548.55859	0.43059
3546.63003	0.43269
3544.70146	0.43463
3542.7729	0.43672
3540.84434	0.4388
3538.91577	0.44114
3536.98721	0.44376
3535.05864	0.44562
3533.13008	0.44686
3531.20151	0.44862
3529.27295	0.45103
3527.34438	0.45336
3525.41582	0.45516
3523.48726	0.45692
3521.55869	0.45915
3519.63013	0.46175
3517.70156	0.46432
3515.773	0.46637
3513.84443	0.46809
3511.91587	0.47031
3509.9873	0.47312
3508.05874	0.47557
3506.13018	0.47736
3504.20161	0.4793
3502.27305	0.48171
3500.34448	0.48388
